ids,artists,mediums,titles,descriptions,urls
ger_1102,Martin Schongauer,Engraving on paper,"The Betrayal of Christ, from The Passion",,https://www.artic.edu/artworks/77092/the-betrayal-of-christ-from-the-passion
ger_1103,"Israhel van Meckenem, the younger",Engraving on ivory laid paper,Christ at Emmaus,,https://www.artic.edu/artworks/3744/christ-at-emmaus
ger_1104,"Israhel van Meckenem, the younger",Engraving in black on cream laid paper,The Falconer and the Lady,"In the fifteenth century, prints were frequently published with conspicuously empty banderoles, blanks that viewers could complete by adding titles or fill in as early thought or speech bubbles. Israhel van Meckenem employed these winding, decorative banners to draw viewers into his coyly provocative Falconer and Lady and other images from his series of twelve secular couples involved in everyday activities, from church-going to playing music. These courtly lovers wear sumptuous clothing and participate in falconry, a popular hunting pastime of the wealthy. The hooded bird may symbolize the lovers’ cautious restraint.",https://www.artic.edu/artworks/3796/the-falconer-and-the-lady
ger_1105,Jacob Binck,Engraving in black on ivory laid paper,Dagger Sheath with a Landsknecht,"Prints intended to inspire gold-, silver-, and metalsmiths were sometimes produced in the shape of the objects they were meant to decorate. These designs offer foliate details and appropriate figural vignettes for knives and dagger sheaths like the ones seen in the Aldegrever prints above this case. The Landsknecht on this particular sheath does not wear a dagger, only his Katzbalger sword.",https://www.artic.edu/artworks/41594/dagger-sheath-with-a-landsknecht
ger_1106,Max Klinger,Etching and drypoint on ivory wove paper,"Downfall, plate twelve from A Life",,https://www.artic.edu/artworks/153965/downfall-plate-twelve-from-a-life
ger_1107,"Carl Wilhelm Kolbe, the elder",Etching on ivory laid paper,Woman Fleeing from a Man Holding a Lance in the Forest,,https://www.artic.edu/artworks/124220/woman-fleeing-from-a-man-holding-a-lance-in-the-forest
ger_1108,Joachim Puttlost,"Steel, iron, silver, gilding, staghorn, wood, and leather","Hunting Trousse (Waidpraxe) with the Coat of Arms and Initials of Christian II, Elector of Saxony",,https://www.artic.edu/artworks/106219/hunting-trousse-waidpraxe-with-the-coat-of-arms-and-initials-of-christian-ii-elector-of-saxony
ger_1109,"Israhel van Meckenem, the younger","Engraving printed in black, on ivory laid paper",St. Luke Portraying the Madonna,,https://www.artic.edu/artworks/86265/st-luke-portraying-the-madonna
ger_1110,Uta Barth,Inkjet prints (triptych),"…and to draw a bright white line with light (Untitled 11.5), from the series “… and to draw a bright white line with light”","Since the early 1990s Uta Barth has observed the atmospheric and the incidental to focus attention on perception and the act of looking itself. This series originated, as do many of Barth’s projects, in her home, where she noticed the mesmerizing play of light as she drew her curtains. In a significant departure from her usual practice, however, she intervened in the scene, manipulating the curtains to create lines and curves of light that she photographed. The root meaning of the word photograph is “drawing or writing with light”; Barth’s images thematize that etymology. Presented as a sequence of panels, the photographs also imply the motion of time, with its mix of continuity and rupture.",https://www.artic.edu/artworks/208399/and-to-draw-a-bright-white-line-with-light-untitled-11-5-from-the-series-and-to-draw-a-bright-white-line-with-light
ger_1111,Michel Wolgemut,"Woodcut on cream laid paper, laid down on ivory wove album sheet","Christ Bearing the Cross, page 81, from the Treasury (Schatzbehalter)",,https://www.artic.edu/artworks/23416/christ-bearing-the-cross-page-81-from-the-treasury-schatzbehalter
ger_1112,"Lucas Cranach, the Elder",Woodcut on ivory laid paper with letterpress text on verso,"Saint Matthias, from The Martyrdom of the Apostles",,https://www.artic.edu/artworks/51125/saint-matthias-from-the-martyrdom-of-the-apostles
ger_1113,"Lucas Cranach, the Elder",Woodcut in black on ivory laid paper,"Pilate Washing His Hands, from The Passion",,https://www.artic.edu/artworks/35770/pilate-washing-his-hands-from-the-passion
ger_1114,Bruno Paul,"Wood, modern upholstery",Armchair,,https://www.artic.edu/artworks/178713/armchair
ger_1115,"Israhel van Meckenem, the younger",Engraving on paper,Christ Among the Doctors,"Israhel van Meckenem depicted the 12-year old Christ’s spirited discussions with learned doctors and priests in the temple at Jerusalem. In three short days, Christ assimilated and surpassed their knowledge of scripture, and in this print he lectures his rapt audience from a book on the podium beside his magisterial throne. The construction of the throne is similar to the heavenly one in Martin Schongauer’s Christ Blessing the Virgin (1956.864).",https://www.artic.edu/artworks/3717/christ-among-the-doctors
ger_1116,Hans Sebald Beham,Engraving in black on ivory laid paper,Coat of Arms with an Eagle,,https://www.artic.edu/artworks/77475/coat-of-arms-with-an-eagle
ger_1117,Emil Nolde,Lithograph on cream Japanese paper,Man in a Top Hat,,https://www.artic.edu/artworks/64391/man-in-a-top-hat
ger_1118,Albert Renger-Patzsch,Gelatin silver print,Untitled,,https://www.artic.edu/artworks/73857/untitled
ger_1119,Ernst Ludwig Kirchner,Etching and drypoint on buff wove paper,Portrait of Dr. Gustav Schiefler,,https://www.artic.edu/artworks/27911/portrait-of-dr-gustav-schiefler
ger_1120,Hans Baldung Grien,Woodcut in black with letterpress on ivory laid paper,Saint Catherine,"Collecting prints after cult statues and miraculous paintings was part of both the European and the Japanese pilgrimage traditions. These woodcuts (2009.43, 2013.172, and 2013.159) could be combined to create their own cult object. Saints Catherine and Barbara flank a frontal Virgin and Child, suggesting the works were intended to be mounted together as a folding domestic altarpiece. The letterpress below each image encouraged meditation and engagement. While only Catherine’s text survives in these impressions, each object would have included both stately Latin verses describing the saint’s history and martyrdom, as well as German prayers pleading for assistance and protection.",https://www.artic.edu/artworks/198428/saint-catherine
ger_1121,Heinrich Aldegrever,Engraving in black on ivory laid paper,"Dancing Couple, plate eight from The Large Wedding-Dancers",,https://www.artic.edu/artworks/77391/dancing-couple-plate-eight-from-the-large-wedding-dancers
ger_1122,"Lucas Cranach, the Elder",Woodcut in black on ivory laid paper,"Saint Philip, from The Martyrdom of the Apostles",,https://www.artic.edu/artworks/45774/saint-philip-from-the-martyrdom-of-the-apostles
ger_1123,,Iron,Combined Wheel-Lock Spanner and Screwdriver,,https://www.artic.edu/artworks/106440/combined-wheel-lock-spanner-and-screwdriver
ger_1124,Unknown artist (Illustrator),"Woodcut in black from five block, and letterpress in black (recto and verso), on cream laid paper","The Eunuch from Terenti cum directorio, Plate 29 from Woodcuts from Books of the 15th Century",,https://www.artic.edu/artworks/129329/the-eunuch-from-terenti-cum-directorio-plate-29-from-woodcuts-from-books-of-the-15th-century
ger_1125,Albrecht Dürer,Etching in black on ivory laid paper,Landscape with Cannon (The Great Cannon),,https://www.artic.edu/artworks/27995/landscape-with-cannon-the-great-cannon
ger_1126,Albrecht Dürer,Woodcut in black on ivory laid paper,The Last Supper,,https://www.artic.edu/artworks/36031/the-last-supper
ger_1127,Horst Janssen,Pastel and graphite on cream wove paper (pieced at bottom),"Therapeutic Mask, from Paranoia Series",,https://www.artic.edu/artworks/99524/therapeutic-mask-from-paranoia-series
ger_1128,Heinrich Aldegrever,Engraving in black on ivory laid paper,"Lust, from the Vices",,https://www.artic.edu/artworks/77409/lust-from-the-vices
ger_1129,Martin Schongauer,Engraving in black on ivory laid paper,"Shield with a Lion’s Head, Held by a Wild Woman","Schongauer’s heraldic shield series is a study in opposites, depicting a variety of noble men and women, lusty savages, and cloistered maidens. Here appear a wild, forest-dwelling mother and child, both covered in fur. The mother’s floral wreath is almost delicate compared with the windswept concoction worn by Schongauer’s adjacent wild man (1956.917), and her child is too busy suckling to bother with a headpiece. They sit upon a craggy shelf of rock, contrasting with the grassy bench occupied by a civilized lady in another nearby Schongauer print (1944.610).",https://www.artic.edu/artworks/90002/shield-with-a-lion-s-head-held-by-a-wild-woman
ger_1130,Albrecht Dürer,Engraving in black on off-white laid paper,Sudarium Displayed by Two Angels,"The impression of Christ’s sweat is said to have formed the original Sudarium when a widow wiped his brow as he paused on the way to his death at Golgotha. This relic and portrait made its way to Rome, and when it came in contact with other cloths, those too bore Christ’s image, in a proliferation that can be seen as a metaphor for the printmaking process. Viewers saying the prayer Salve Sancta Facies (Hail Holy Face) while contemplating the original relic were said to receive indulgences reducing their stay in Purgatory by twenty thousand years. Reciting the prayer before Dürer’s Sudarium could produce similar results.",https://www.artic.edu/artworks/28292/sudarium-displayed-by-two-angels
ger_1131,Michel Wolgemut,Woodcut on cream laid paper,"Moses Found by Pharaoh’s Daughter (recto) and Judas’s Betrayal (verso), pages 53 and 54, from the Treasury (Schatzbehalter)",,https://www.artic.edu/artworks/23403/moses-found-by-pharaoh-s-daughter-recto-and-judas-s-betrayal-verso-pages-53-and-54-from-the-treasury-schatzbehalter
ger_1132,Max Beckmann,Drypoint on cream wove paper,Königin Bar (Self-Portrait),,https://www.artic.edu/artworks/17869/konigin-bar-self-portrait
ger_1133,Emil Nolde,Color lithograph on ivory wove paper,Kneeling Woman,,https://www.artic.edu/artworks/60001/kneeling-woman
ger_1134,Hans Bellmer,Etching on white wove paper,"Plate Three, from Madame Edwarda",,https://www.artic.edu/artworks/99564/plate-three-from-madame-edwarda
ger_1135,Albrecht Dürer,Woodcut in black on ivory laid paper with added brown and sepia tone blocks,Ulrich Varnbüler,"For this work, Albrecht Dürer produced a drawing of his sitter from life, later turning it into a dramatic black-and-white woodcut. Almost a century later, the same block was reprinted in the Netherlands with two extra tone blocks in order to add color and increase the sculptural qualities of the image. A fashion for chiaroscuro drawings (which feature heightened contrasts of light and dark) in complementary colors likely influenced this choice, as did the fact that the original woodblock was beginning to wear down.",https://www.artic.edu/artworks/36035/ulrich-varnbuler
